"name","latitude","longitude","grantee","grantNumber","delegateNo","centerType","programType","programDelegateName","programMainPhoneNumber","programAddress","programCity","programState","programZipCode","phone","address","city","state","zip","id"
"Leander Acts of Love","30.5685989","-97.85185","OPPORTUNITIES FOR WILLIAMSON AND BURNET COUNTIES
604 High Tech Drive
Georgetown, TX 78626-
(512)763-1400 - 37
","06CH7173","200","Early Head Start","Early Head Start","OPPORTUNITIES FOR WILLIAMSON AND BURNET COUNTIES","","604 High Tech Drive ","Georgetown","TX","78626","(512) 528-9948","207 Sonny Dr","Leander","TX","78641-1804","81880"
"Aisha's Learning Center","32.692673","-96.77497699999998","Head Start of Greater Dallas, Inc.
3954 Gannon Lane
Dallas, TX 75237-2919
(972)283-6400
","06HP0021","200","Early Head Start","Early Head Start","Head Start of Greater Dallas, Inc.","","3954 Gannon Lane ","Dallas","TX","75237-2919","(214) 375-2750","2750 E Ledbetter Dr","Dallas","TX","75216-7514","55152"
"Lil' Panthers Head Start/Early Head Start","31.35548","-94.7256614","TRI-COUNTY COMMUNITY ACTION, INC
214 Nacogdoches St
Center, TX 75935-3854
(936)598-6315 - 17
","06CH7110","200","Early Head Start","Early Head Start","TRI-COUNTY COMMUNITY ACTION, INC","","214 Nacogdoches St ","Center","TX","75935-3854","(936) 598-6315","1510 Martin Luther King Jr Blvd","Lufkin","TX","75904-1242","82727"
"Mathis Pre-K/Kindergarten Academy","28.0904805","-97.82695289999998","Community Action Corporation of South Texas
204 East 1st Street
P.O. Drawer 1820
Alice, TX 78333-1820
(361)664-0145 - 2025
","06CH010327","200","Early Head Start","Early Head Start","Community Action Corporation of South Texas","","204 East 1st Street P.O. Drawer 1820","Alice","TX","78333-1820","(361) 562-6919","315 S Duval St","Mathis","TX","78368-2625","85523"
"A. Washington Child Development Center","29.8653309","-97.93873870000004","Community Action, Inc. of Central Texas
101 Uhland Rd
Ste 107
San Marcos, TX 78666-6681
(512)396-3395 - 228
","06CH7072","200","Early Head Start","Early Head Start","Community Action, Inc. of Central Texas","","101 Uhland Rd Ste 107","San Marcos","TX","78666-6681","(1) 512-353","103 Hays St","San Marcos","TX","78666-7737","33694"
"Edwards Early Childhood Center","31.103319077889157","-97.35557675767211","Central Texas 4C, Inc.
504 N 5th St
Temple, TX 76501-3112
(254)778-0489 - 116
","06CH7189","200","Early Head Start","Early Head Start","Central Texas 4C, Inc.","","504 N 5th St ","Temple","TX","76501-3112","(254) 215-6162","1414 W Barton Ave","Temple","TX","76504-2489","51399"
"The Education Center","27.494271","-99.4382814","County of Webb
5904 West Drive Units 6 & 7
Laredo, TX 78041-6047
(956)795-1515
","06HP0006","200","Early Head Start","Early Head Start","County of Webb","","5904 West Drive Units 6 & 7 ","Laredo","TX","78041-6047","(956) 753-3979","412 Concord Hills Blvd","Laredo","TX","78046-5170","54996"
"AVANCE-EHS Early Education Center @ Fenley","29.3742642","-98.5185402","AVANCE-San Antonio, Inc.
3133 General Hudnell Dr
Ste 130
San Antonio, TX 78226-2027
(210)220-1788 - 223
","06HP0013","200","Early Head Start","Early Head Start","AVANCE-San Antonio, Inc.","","3133 General Hudnell Dr Ste 130","San Antonio","TX","78226-2027","(210) 922-6262","934 Flanders Ave","San Antonio","TX","78211-1756","82876"
"Kings Crossing, CDC","27.504733","-97.85912200000001","Community Action Corporation of South Texas
204 East 1st Street
P.O. Drawer 1820
Alice, TX 78333-1820
(361)664-0145 - 2025
","06CH010327","200","Early Head Start","Early Head Start","Community Action Corporation of South Texas","","204 East 1st Street P.O. Drawer 1820","Alice","TX","78333-1820","(361) 592-6593","1505 E Corral, Blding 7","Kingsville","TX","78363","82370"
"Hector Serna, CDC","27.7503336","-98.06237679999998","Community Action Corporation of South Texas
204 East 1st Street
P.O. Drawer 1820
Alice, TX 78333-1820
(361)664-0145 - 2025
","06CH010327","200","Early Head Start","Early Head Start","Community Action Corporation of South Texas","","204 East 1st Street P.O. Drawer 1820","Alice","TX","78333-1820","(361) 664-3329","125 Olmito St
Apt 153","Alice","TX","78332-6667","82369"
"High Achievers Learning Center","29.66483","-95.0806489","Harris County Department of Education
6300 Irvington Blvd.
Houston, TX 77022-5618
(713)672-9343
","06HP0028","200","Early Head Start","Early Head Start","Harris County Department of Education","","6300 Irvington Blvd. ","Houston","TX","77022-5618","(281) 470-7800","10001 Spencer Hwy","La Porte","TX","77571-4077","81963"
"Bagdad Head Start 0-5","30.575264","-97.87206600000002","OPPORTUNITIES FOR WILLIAMSON AND BURNET COUNTIES
604 High Tech Drive
Georgetown, TX 78626-
(512)763-1400 - 37
","06CH7173","200","Early Head Start","Early Head Start","OPPORTUNITIES FOR WILLIAMSON AND BURNET COUNTIES","","604 High Tech Drive ","Georgetown","TX","78626","(1) 512-259","351 N Bagdad Rd","Leander","TX","78641-7804","49734"
"Rawleigh Elliott Head Start 0-5","30.646328798976466","-97.67040501244202","OPPORTUNITIES FOR WILLIAMSON AND BURNET COUNTIES
604 High Tech Drive
Georgetown, TX 78626-
(512)763-1400 - 37
","06CH7173","200","Early Head Start","Early Head Start","OPPORTUNITIES FOR WILLIAMSON AND BURNET COUNTIES","","604 High Tech Drive ","Georgetown","TX","78626","(1) 512-864","103 S Holly St","Georgetown","TX","78626-5154","49726"
"Cove North Head Start","31.124841","-97.89097219999996","Hill Country Community Action Association, Inc.
2905 W Wallace St
San Saba, TX 76877-3840
(325)372-5167 - 242
","06CH010151","200","Early Head Start","Early Head Start","Hill Country Community Action Association, Inc.","","2905 W Wallace St ","San Saba","TX","76877-3840","(254) 547-1771","1008 North Dr","Copperas Cove","TX","76522-1942","58048"
"PCI Place for Life Early Learning Center-  Expansion","29.47839","-98.60521699999998","Parent Child Incorporated
1223 Brady Boulevard
San Antonio, TX 78207-7328
(210)475-5006
","06HP0001","200","Early Head Start","Early Head Start","Parent Child Incorporated","","1223 Brady Boulevard ","San Antonio","TX","78207-7328","","5820 NW Loop 410","San Antonio","TX","78238-2516","54799"
"Circle North Early Learning Center","29.487315","-98.58422890000003","PARENT & CHILD INC.
1223 Brady Blvd
San Antonio, TX 78207-7926
(210)475-5006
","06CH7178","200","Early Head Start","Early Head Start","PARENT & CHILD INC.","","1223 Brady Blvd ","San Antonio","TX","78207-7926","","5002 NW Loop 410","San Antonio","TX","78229-5314","52837"
"Mainspring Schools","30.2471237","-97.76486160000002","Child Inc
818 East 53rd Street
Austin, TX 78751-2299
(512)451-7361 - 228
","06HP0010","200","Early Head Start","Early Head Start","Child Inc","","818 East 53rd Street ","Austin","TX","78751-2299","(512) 442-2301","1100 W Live Oak St","Austin","TX","78704-5043","53128"
"�Belton Head Start","31.0406152","-97.46671409999999","Central Texas 4C, Inc.
504 N 5th St
Temple, TX 76501-3112
(254)778-0489 - 116
","06CH7189","200","Early Head Start","Early Head Start","Central Texas 4C, Inc.","","504 N 5th St ","Temple","TX","76501-3112","(254) 939-2510","1640 S Wall St","Belton","TX","76513-4371","51395"
"TSTC Early Head Start Center","26.2081862","-97.66697249999999","NEIGHBORS IN NEED OF SERVICES, INC
402 West Robertson
San Benito, TX 78586-0047
(956)399-9944 - 305
","06CH7170","200","Early Head Start","Early Head Start","NEIGHBORS IN NEED OF SERVICES, INC","","402 West Robertson ","San Benito","TX","78586-0047","(956) 425-4085","2225 N 28th St","Harlingen","TX","78550-3602","53876"
"Santiago Rodriguez HS","31.89984","-106.58362599999998","Education Service Center Region 19
11670 Chito Samaniego
El Paso, TX 79936-6956
(915)790-4610
","06CH7147","200","Early Head Start","Early Head Start","Education Service Center Region 19","","11670 Chito Samaniego ","El Paso","TX","79936-6956","(915) 791-4807","6701 S Desert Blvd
Ste H","El Paso","TX","79932-8502","44704"
"Ninos de Cristal","28.695201852794316","-99.82527651454166","AVANCE-SAN ANTONIO, INC
3133 General Hudnell Dr
Ste 130
San Antonio, TX 78226-2027
(210)220-1788 - 223
","06CH7059","200","Early Head Start","Early Head Start","AVANCE-SAN ANTONIO, INC","","3133 General Hudnell Dr Ste 130","San Antonio","TX","78226-2027","(830) 374-1048","1600 N 7th Ave","Crystal City","TX","78839-1740","30803"
"Marlboro Heights Early Head Start","31.101566126874676","-97.70976331415557","Central Texas 4C, Inc.
504 N 5th St
Temple, TX 76501-3112
(254)778-0489 - 116
","06CH7189","200","Early Head Start","Early Head Start","Central Texas 4C, Inc.","","504 N 5th St ","Temple","TX","76501-3112","(254) 690-8333","918 Rev R A Abercrombie Dr","Killeen","TX","76543-4905","51404"
"Center for Transforming Lives Polytechnic Child Development Center","32.728259","-97.27626599999996","Center for Transforming Lives
512 W 4th St
Fort Worth, TX 76102-3613
(817)332-6191
","06HP0025","200","Early Head Start","Early Head Start","Center for Transforming Lives","","512 W 4th St ","Fort Worth","TX","76102-3613","(817) 536-1731","3401 Avenue I","Fort Worth","TX","76105-2423","54538"
"Carrizo Springs","28.532714","-99.86235490000001","Kids Are First, Inc
2208 N 1st St
Carrizo Springs, TX 78834-2036
(830)876-9265
","06CH9980","200","Early Head Start","Early Head Start","Kids Are First, Inc","","2208 N 1st St ","Carrizo Springs","TX","78834-2036","(830) 876-9293","1206 N 13th St","Carrizo Springs","TX","78834-1612","58962"
"Mason Head Start","30.753445","-99.23628059999999","Hill Country Community Action Association, Inc.
2905 W Wallace St
San Saba, TX 76877-3840
(325)372-5167 - 242
","06CH010151","200","Early Head Start","Early Head Start","Hill Country Community Action Association, Inc.","","2905 W Wallace St ","San Saba","TX","76877-3840","(325) 347-5852","505 Millard St
P.O. Box 542","Mason","TX","76856","82556"
"Cub House/Terry County Home Base","33.1803439","-102.26520820000002","South Plains Community Action Association, Inc.
411 Austin St
Levelland, TX 79336-4733
(806)894-2207 - 8
","06CH010433","200","Early Head Start","Early Head Start","South Plains Community Action Association, Inc.","","411 Austin St ","Levelland","TX","79336-4733","(806) 637-1408","916 E Hill St
P.O. Box 610 Levelland, TX 79336","Brownfield","TX","79316-3804","84813"
"Home Based Program","30.313884","-97.71408500000001","CHILD, INC
818 East 53rd Street
Austin, TX 78751-2212
(512)451-7361 - 228
","06CH7108","200","Early Head Start","Early Head Start","CHILD, INC","","818 East 53rd Street ","Austin","TX","78751-2212","(512) 451-7361","818 E 53rd St","Austin","TX","78751-2212","41801"
"Lampasas Head Start","31.0617441","-98.1765489","Hill Country Community Action Association, Inc.
2905 W Wallace St
San Saba, TX 76877-3840
(325)372-5167 - 242
","06CH010151","200","Early Head Start","Early Head Start","Hill Country Community Action Association, Inc.","","2905 W Wallace St ","San Saba","TX","76877-3840","(512) 556-6781","500 E 8th St","Lampasas","TX","76550-3272","58047"
"Stoney Point","30.1340937","-97.566913","Cen-Tex Family Services, Inc.
2402 North Main Street
Bastrop, TX 78602-1505
(512)303-7737 - 13
","06HP0008","200","Early Head Start","Early Head Start","Cen-Tex Family Services, Inc.","","2402 North Main Street ","Bastrop","TX","78602-1505","(512) 247-5530","108 Point Dr","Del Valle","TX","78617-5069","54853"
