"Operation #","Agency Number","Operation/Caregiver Name","Address","City","State","Zip","County","Phone","Type","Status","Issue Date","Capacity","Email Address","Facility ID","Monitoring Frequency","Infant","Toddler","Preschool","School","Lat","Long"
"1516860","","Young Stars Child Development Center","207 S HOUSTON ST ","DALLAS","TX","75202","DALLAS","214-748-1894","Licensed Center - Child Care Program","Full Permit","10/22/2013","95","","1113547","","Y","Y","Y","Y","32.742804020202","-97.3264273333333"
"33996","","Young World Preschool And Mother's Day Out","2010 MARLANDWOOD RD ","TEMPLE","TX","76502","BELL","254-773-1312","Licensed Center - Child Care Program","Full Permit","8/16/1997","61","getemgams@gmail.com","94574","","N","Y","Y","Y","31.066491","-97.3761075"
"503225","","Young Years Day Care Center","1082 W HOUSTON ST ","JASPER","TX","75951","JASPER","409-384-5210","Licensed Center - Child Care Program","Full Permit","10/8/1994","110","youngyears93@gmail.com","132508","","Y","Y","Y","Y","40.7257111","-73.9972444"
"860518","","Younger Years","615 CREEKMORE AVE ","SILSBEE","TX","77656","HARDIN","409-385-7887","Licensed Center - Child Care Program","Full Permit","11/29/2006","109","Youngeryearsinc@aol.com","295310","","Y","Y","Y","Y","30.342843","-94.1743539"
"951826","","Younger Years of Lumberton","719 S MAIN ST ","LUMBERTON","TX","77657","HARDIN","409-755-1195","Licensed Center - Child Care Program","Full Permit","9/8/2009","234","Youngeryearsinc@aol.com","424548","","Y","Y","Y","Y","40.1250322857143","-75.5134278571429"
"941707","","YoungNak Christian Academy","850 LEXINGTON DR ","PLANO","TX","75075","COLLIN","972-424-3290","Licensed Center - Child Care Program","Full Permit","6/17/2009","70","","410929","","N","Y","Y","Y","32.8240014764845","-96.9800508397212"
"1443708","","Your Destiny Childcare & Learning Center Inc","2904 TRIMMIER RD STE C1","KILLEEN","TX","76542","BELL","254-589-1603","Licensed Center - Child Care Program","Full Permit","9/20/2013","41","","1022294","","Y","Y","Y","Y","0","0"
"540859","","Your Growing Child","100 COMMONS RD STE 3","DRIPPING SPRINGS","TX","78620","HAYS","512-894-4704","Licensed Center - Child Care Program","Full Permit","5/18/1999","215","","159016","","Y","Y","Y","Y","0","0"
"839776","","Your Precious Kids Day Care","649 HORIZON BLVD ","SOCORRO","TX","79927","EL PASO","915-860-9990","Licensed Center - Child Care Program","Full Permit","1/12/2005","76","Ypkdc@aol.com","251865","","Y","Y","Y","Y","31.6522490967552","-106.265378831675"
"1581624","","Your Precious Kids Daycare-SR","11524 SOCORRO RD ","SOCORRO","TX","79927","EL PASO","915-851-2502","Licensed Center - Child Care Program","Full Permit","9/7/2016","49","","1195223","","Y","Y","Y","Y","31.6144645789474","-106.283153315789"
"1562207","","Yours Mine and Our Kids Child Care Center","510 CLARKE ST ","AUSTIN","TX","78745","TRAVIS","512-428-4818","Licensed Center - Child Care Program","Full Permit","10/5/2015","49","","1175059","","Y","Y","Y","Y","-33.926188","151.1233536"
"1265028","","Youth Conversion","5505 S POLK ST ","DALLAS","TX","75232","DALLAS","469-682-7123","Licensed Center - School Age Program","Full Permit","7/7/2011","102","youthconversion@sbcglobal.net","805309","","N","N","Y","Y","32.6793755","-96.8416400611074"
"1600357","","Youth Conversion @ Rosemont","1919 STEVENS FOREST DR ","DALLAS","TX","75208","DALLAS","469-682-7123","Licensed Center - Before/After School Program","Full Permit","4/26/2016","100","youthconversion@sbcglobal.net","1215979","","N","N","Y","Y","32.75267715","-96.8497756556187"
"1364426","","Youth Conversion, Inc.","7475 JJ LEMMON ","DALLAS","TX","75241","DALLAS","469-682-7123","Licensed Center - Before/After School Program","Full Permit","3/1/2012","105","lowens@youthconversion.com","927988","","N","N","Y","Y","32.657085170282","-96.7284464138519"
"1313569","","YPW Spanish Immersion School","3640 BEE CAVES RD ","WEST LAKE HILLS","TX","78746","TRAVIS","512-329-5611","Licensed Center - Child Care Program","Full Permit","12/13/2011","133","YPWwestlake@YPWkids.com","865929","","Y","Y","Y","Y","30.266986","-97.7848779"
"1566237","","YPW Spanish Immersion School","8014 MESA DR ","AUSTIN","TX","78731","TRAVIS","512-401-3174","Licensed Center - Child Care Program","Full Permit","11/11/2015","83","","1180020","","Y","Y","Y","Y","32.694643","-97.0897279"
"1509608","","Ysleta Day Care Center","8617 ALAMEDA AVE ","EL PASO","TX","79907","EL PASO","915-860-7279","Licensed Center - Child Care Program","Full Permit","4/1/2013","51","","1105261","","Y","Y","Y","Y","27.0583099949749","-82.2517810904523"
"516896","5591","Ysleta Head Start","175 MIDWAY DR ","EL PASO","TX","79915","EL PASO","915-791-4894","Licensed Center - Child Care Program","Full Permit","8/24/1995","153","","142214","","Y","Y","Y","N","41.6713395009075","-70.3178999116058"
"1595917","","Yucca Blossom Montessori DOB Yucca Blossom Montessori Commun","2800 W LOUISIANA AVE ","MIDLAND","TX","79701","MIDLAND","432-242-7088","Licensed Center - Child Care Program","Full Permit","4/28/2016","12","","1211679","","Y","Y","Y","Y","39.693033","-105.022395"
"38086","5531","YWCA Carlisle Early Learning Center","2114 MAGOFFIN AVE ","EL PASO","TX","79901","EL PASO","915-533-3125","Licensed Center - Child Care Program","Full Permit","10/3/1986","77","","94665","","Y","Y","Y","Y","31.7699273636364","-106.464468818182"
"555682","750","YWCA Child Development Center","3101 34TH ST ","LUBBOCK","TX","79410","LUBBOCK","806-792-2723","Licensed Center - Child Care Program","Full Permit","1/17/2001","139","","170604","","Y","Y","Y","Y","29.913642","-93.941586"
"1562360","","YWCA Dr. Sue Shook A/S Program","13777 PASEO DEL ESTE DR ","EL PASO","TX","79928","EL PASO","915-593-1289","Licensed Center - Before/After School Program","Full Permit","10/12/2015","45","l.gomez@ywcaelpaso.org","1175377","","N","N","N","Y","0","0"
"156423","5531","YWCA Escobar Early Learning Center","115 N DAVIS DR ","EL PASO","TX","79907","EL PASO","915-859-0276","Licensed Center - Child Care Program","Full Permit","5/24/1986","119","","97748","","Y","Y","Y","Y","32.7371609775588","-97.1232769403931"
"1358410","","YWCA Garcia After School Program","6550 WESTSIDE DR ","EL PASO","TX","79932","EL PASO","915-584-4007","Licensed Center - Before/After School Program","Full Permit","2/15/2012","40","bgc@ywcaelpaso.org","921303","","N","N","Y","Y","43.4413367","-79.6811247"
"197626","5531","YWCA Glen Cove After School","10955 SAM SNEAD DR ","EL PASO","TX","79936","EL PASO","915-593-1289","Licensed Center - Before/After School Program","Full Permit","2/20/1987","40","bgc@ywcaelpaso.org","100246","","N","N","Y","Y","31.7765851540689","-106.320036559433"
"1406650","","YWCA Guevara Early Learning Center","550 RUBIN DR ","EL PASO","TX","79912","EL PASO","915-519-0110","Licensed Center - Child Care Program","Full Permit","8/1/2012","289","childcare@ywcaelpaso.org","977193","","Y","Y","Y","Y","31.8137376358032","-106.525260801258"
"417186","5531","YWCA Hacienda Heights After School","7530 ACAPULCO AVE ","EL PASO","TX","79915","EL PASO","915-859-0276","Licensed Center - Before/After School Program","Full Permit","4/25/1993","25","","127614","","N","N","Y","Y","31.7506898547982","-106.364186862199"
"883055","","YWCA HCC Drop-in Center","6815 RUSTIC ST STE 14","HOUSTON","TX","77087","HARRIS","713-718-7995","Licensed Center - Child Care Program","Full Permit","9/18/2008","28","rjames@ywcahouston.org","332301","","N","N","Y","Y","0","0"
"1614496","5531","YWCA Herrera A/S Program","350 COATES DR ","EL PASO","TX","79932","EL PASO","915-519-0005","Licensed Center - Before/After School Program","Full Permit","8/2/2016","40","","1230898","","N","N","Y","Y","31.8676728167629","-106.584981644418"
"1521211","","YWCA James P. Butler After School Program","14251 RALPH SEITSINGER ","EL PASO","TX","79938","EL PASO","915-472-2549","Licensed Center - Before/After School Program","Full Permit","1/24/2014","45","","1118949","","N","N","Y","Y","31.7909676","-106.2231677"
"857496","5531","YWCA John Drugan Elementary","12451 PELLICANO DR ","EL PASO","TX","79928","EL PASO","915-474-3114","Licensed Center - Before/After School Program","Full Permit","9/27/2006","30","","289594","","N","N","Y","Y","31.726192","-106.265497"
"175467","5531","YWCA Kastrin Early Learning Center","9135 STAHALA DR ","EL PASO","TX","79924","EL PASO","915-757-0306","Licensed Center - Child Care Program","Full Permit","11/3/1985","243","","98700","","Y","Y","Y","Y","31.8716848","-106.434806233333"
"1358418","5531","YWCA Lundy After School Program","6201 HIGH RIDGE DR ","EL PASO","TX","79912","EL PASO","915-584-4007","Licensed Center - Before/After School Program","Full Permit","2/15/2012","50","","921316","","N","N","Y","Y","41.1940959","-73.2134578"
"66167","5531","YWCA Mabee Early Learning Center","10712 SAM SNEAD DR ","EL PASO","TX","79935","EL PASO","915-593-1289","Licensed Center - Child Care Program","Full Permit","9/22/1986","322","bgc@ywcaelpaso.org","95690","","Y","Y","Y","Y","31.7762904512457","-106.328122155459"
"241778","5531","YWCA MacGuire Early Learning Center","313 BARTLETT DR ","EL PASO","TX","79912","EL PASO","915-584-4007","Licensed Center - Child Care Program","Full Permit","6/20/1989","170","","106194","","Y","Y","Y","Y","41.3342631010624","-72.6531546354706"
"1496784","5531","YWCA Myrna Deckert After School Program","9135 STAHALA DR ","EL PASO","TX","79924","EL PASO","915-757-0306","Licensed Center - Before/After School Program","Full Permit","3/27/2013","80","","1089931","","N","N","Y","Y","31.8716848","-106.434806233333"
"1623738","5531","YWCA Myrtle Cooper A/S Program","1515 REBECCA ANN DR ","EL PASO","TX","79936","EL PASO","915-593-1289","Licensed Center - Before/After School Program","Renewed Initial","8/24/2016","40","","1241761","","N","N","Y","Y","31.7412802403287","-106.291803979066"
"63207","","YWCA Olga H. Madrid Center","503 CASTROVILLE RD ","SAN ANTONIO","TX","78237","BEXAR","210-433-9922","Licensed Center - Child Care Program","Full Permit","4/11/1986","145","","95509","","Y","Y","Y","Y","29.4183436565657","-98.546787050505"
"249998","5531","YWCA OShea Keleher After School","1800 LEROY BONSE DR ","EL PASO","TX","79936","EL PASO","915-472-5931","Licensed Center - Before/After School Program","Full Permit","5/15/1990","30","","108865","","N","N","N","Y","31.767084","-106.290682"
"831588","5531","YWCA Paso Del Norte After School","12300 TIERRA ESTE DR ","EL PASO","TX","79938","EL PASO","915-472-5932","Licensed Center - Before/After School Program","Full Permit","8/25/2004","40","","233573","","N","N","Y","Y","46.4554558","-80.9860343"
"1591656","5531","YWCA Purple Heart A/S Program","14400 GR CAMPUZANO ","EL PASO","TX","79938","EL PASO","915-593-1289","Licensed Center - Before/After School Program","Full Permit","4/1/2016","60","","1206978","","N","N","Y","Y","18.451667","-99.5886109"
"1038046","5531","YWCA Roberto Ituarte After School","12860 TIERRA SONORA ","EL PASO","TX","79938","EL PASO","915-472-5895","Licensed Center - Before/After School Program","Full Permit","3/1/2010","80","","527308","","N","N","Y","Y","27.9582088","-111.0390997"
"550962","5531","YWCA Rogers Early Learning Center","1600 BROWN ST ","EL PASO","TX","79902","EL PASO","915-533-7475","Licensed Center - Child Care Program","Full Permit","11/20/2000","233","bgc@ywcaelpaso.org","166824","","Y","Y","Y","Y","46.239868","-119.110011"
"505699","5531","YWCA Sierra Vista After School","1501 BOB HOPE DR ","EL PASO","TX","79936","EL PASO","915-472-5933","Licensed Center - Before/After School Program","Full Permit","5/17/1994","50","","134188","","N","N","Y","Y","31.740009","-106.27094"
"1582498","5531","YWCA Sylvestre Reyes After School","7440 NORTHERN PASS ","EL PASO","TX","79911","EL PASO","915-584-4007","Licensed Center - Before/After School Program","Full Permit","1/22/2016","40","","1196085","","N","N","Y","Y","29.8127482","-81.2656242"
"559768","5531","YWCA Transmountain Early Learning Center","9570 GATEWAY BLVD N ","EL PASO","TX","79924","EL PASO","915-831-5832","Licensed Center - Child Care Program","Full Permit","3/12/2002","53","bgc@ywcaelpaso.org","173646","","Y","Y","Y","Y","53.4534306","-113.4924534"
"1501668","","YWCA University Heights Early Learning Center","315 W SCHUSTER AVE ","EL PASO","TX","79902","EL PASO","915-747-6000","Licensed Center - Child Care Program","Full Permit","12/28/2012","142","","1095932","","Y","Y","Y","Y","31.7680032857143","-106.499563142857"
"559769","5531","YWCA Valle Verde Early Learning Center","919 HUNTER DR ","EL PASO","TX","79915","EL PASO","915-831-2123","Licensed Center - Child Care Program","Full Permit","2/22/2002","102","","173647","","Y","Y","Y","Y","51.9397935","1.0462799"
"249997","5531","YWCA Vista del Sol After School","11851 VISTA DEL SOL DR ","EL PASO","TX","79936","EL PASO","915-472-5934","Licensed Center - Before/After School Program","Full Permit","5/15/1990","35","","108864","","N","N","Y","Y","31.749052","-106.289222"
"531914","750","YWCAre at Bayless Elementary","2115 58TH ST ","LUBBOCK","TX","79412","LUBBOCK","806-792-2723","Licensed Center - Before/After School Program","Full Permit","2/10/1998","40","","152063","","N","N","Y","Y","33.5415736","-101.8696857"
"210571","750","YWCAre at Bean Elementary","3001 AVENUE N ","LUBBOCK","TX","79411","LUBBOCK","806-792-2723","Licensed Center - Before/After School Program","Full Permit","2/2/2000","15","","101336","","N","N","Y","Y","32.723647","-97.282064"
"234853","750","YWCAre at Bowie Elementary","2902 CHICAGO AVE ","LUBBOCK","TX","79407","LUBBOCK","806-792-2723","Licensed Center - Before/After School Program","Full Permit","6/21/1988","30","","104547","","N","N","Y","Y","32.732017","-97.2653229"
"234397","750","YWCAre at Brown Elementary","2315 36TH ST ","LUBBOCK","TX","79412","LUBBOCK","806-792-2723","Licensed Center - Before/After School Program","Full Permit","3/1/1988","40","","104445","","N","N","Y","Y","40.4629794","-79.9640855"
"876822","750","YWCAre at Centennial Elementary","1301 N UTICA AVE ","LUBBOCK","TX","79416","LUBBOCK","806-792-2723","Licensed Center - Before/After School Program","Full Permit","2/6/2008","75","","321177","","N","N","Y","Y","36.174435","-95.96706"
"1637464","","YWCAre at Cooper South Elementary","16302 LOOP 493 ","LUBBOCK","TX","79423","LUBBOCK","806-792-2723","Licensed Center - Before/After School Program","Initial","11/1/2016","25","","1258829","","N","N","Y","Y","33.4457295602396","-101.842999282406"
"517263","750","YWCAre at Harwell Elementary","4101 AVENUE D ","LUBBOCK","TX","79404","LUBBOCK","806-792-2723","Licensed Center - Before/After School Program","Full Permit","1/29/1996","20","","142496","","N","N","Y","Y","32.732742","-97.3006469"
"503325","750","YWCAre at Hodges Elementary","5001 AVENUE P ","LUBBOCK","TX","79412","LUBBOCK","806-792-2723","Licensed Center - Before/After School Program","Full Permit","5/11/1994","30","","132589","","N","N","Y","Y","40.720431","-74.1316259"
"224272","750","YWCAre at Honey Elementary","3615 86TH ST ","LUBBOCK","TX","79423","LUBBOCK","806-792-2723","Licensed Center - Before/After School Program","Full Permit","2/25/1987","75","","103052","","N","N","Y","Y","41.6278109795918","-93.7364243673469"
"540842","750","YWCAre at Jackson Elementary","201 VERNON AVE ","LUBBOCK","TX","79415","LUBBOCK","806-792-2723","Licensed Center - Before/After School Program","Full Permit","5/20/1999","12","","159002","","N","N","Y","Y","50.8384815","-0.0787195"
"548413","750","YWCAre at McWhorter Elementary","2711 1ST ST ","LUBBOCK","TX","79415","LUBBOCK","806-792-2723","Licensed Center - Before/After School Program","Full Permit","7/18/2000","12","","164860","","N","N","Y","Y","30.01556","-95.2396219"
"1558515","750","YWCAre at Miller Elementary","6705 JOLIET DR ","LUBBOCK","TX","79413","LUBBOCK","806-792-2723","Licensed Center - Before/After School Program","Full Permit","7/1/2015","80","","1170010","","N","N","Y","Y","33.5328125102041","-101.892059020408"
"242380","750","YWCAre at Overton Elementary","2902 LOUISVILLE AVE ","LUBBOCK","TX","79410","LUBBOCK","806-632-3666","Licensed Center - Before/After School Program","Full Permit","3/27/1989","40","","106356","","N","N","N","Y","38.193256","-85.7570289"
"190307","750","YWCAre at Parsons Elementary","2811 58TH ST ","LUBBOCK","TX","79413","LUBBOCK","806-792-2723","Licensed Center - Before/After School Program","Full Permit","10/21/1986","40","","99665","","N","N","N","Y","33.5415736","-101.8696857"
"233729","750","YWCAre at Preston Smith","8707 DOVER AVE ","LUBBOCK","TX","79424","LUBBOCK","806-792-2723","Licensed Center - Before/After School Program","Full Permit","6/21/1988","70","","104325","","N","N","Y","Y","33.5015074","-101.9338906"
"410008","750","YWCAre at Ramirez Elementary","702 AVENUE T ","LUBBOCK","TX","79401","LUBBOCK","806-792-2723","Licensed Center - Before/After School Program","Full Permit","11/20/1992","100","","122093","","N","N","Y","Y","33.504002","-86.8818499"
"876852","750","YWCARE at Roberts Elementary","7901 AVE P ","LUBBOCK","TX","79423","LUBBOCK","806-792-2723","Licensed Center - Before/After School Program","Full Permit","2/6/2008","92","","321213","","N","N","Y","Y","33.5227180042263","-101.853177819325"
"242707","750","YWCAre at Rush Elementary","4702 15TH ST ","LUBBOCK","TX","79416","LUBBOCK","806-792-2723","Licensed Center - Before/After School Program","Full Permit","4/20/1989","45","","106432","","N","N","N","Y","37.7669359","-122.4154812"
"1101826","750","YWCAre at Stewart Elementary","4815 46TH ST ","LUBBOCK","TX","79414","LUBBOCK","806-792-2723","Licensed Center - Before/After School Program","Full Permit","6/11/2010","40","","604108","","N","N","N","Y","40.4722962","-79.9580662"
"233730","750","YWCAre at Waters Elementary","3006 78TH ST ","LUBBOCK","TX","79423","LUBBOCK","806-792-2723","Licensed Center - School Age Program","Full Permit","3/1/1988","175","","104326","","N","N","Y","Y","41.6221573297872","-93.726078"
"234530","750","YWCAre at Wester Elementary","4602 CHICAGO AVE ","LUBBOCK","TX","79414","LUBBOCK","806-792-2723","Licensed Center - Before/After School Program","Full Permit","3/1/1988","68","","104485","","N","N","Y","Y","32.732017","-97.2653229"
"233675","750","YWCAre at Wheelock Elementary","3008 42ND ST ","LUBBOCK","TX","79413","LUBBOCK","806-792-2723","Licensed Center - Before/After School Program","Full Permit","3/1/1988","30","","104309","","N","N","Y","Y","40.4711877","-79.9620099"
"404527","750","YWCAre at Williams Elementary","4812 58TH ST ","LUBBOCK","TX","79414","LUBBOCK","806-792-2723","Licensed Center - Before/After School Program","Full Permit","5/7/1991","50","","118631","","N","N","Y","Y","33.5415736","-101.8696857"
"234529","750","YWCAre at Wolffarth Elementary","3202 ERSKINE ST ","LUBBOCK","TX","79415","LUBBOCK","806-792-2723","Licensed Center - Before/After School Program","Full Permit","6/21/1988","40","","104484","","N","N","N","Y","53.464786","-2.2593876"
"202390","750","YWCAre of Lubbock at Maedgen","4401 NASHVILLE AVE ","LUBBOCK","TX","79413","LUBBOCK","806-792-2723","Licensed Center - Before/After School Program","Full Permit","5/1/1987","35","","100592","","N","N","Y","Y","28.5359297","-81.3992434"
"210570","750","YWCAre of Lubbock at Wilson","2807 25TH ST ","LUBBOCK","TX","79410","LUBBOCK","806-778-5171","Licensed Center - Before/After School Program","Full Permit","4/29/1986","100","","101335","","N","N","Y","Y","32.383689","-88.7074308922603"
"1627604","","Z1 Z2 Early Learning Center","23221 ALDINE WESTFIELD RD ","SPRING","TX","77373","HARRIS","713-960-2732","Licensed Center - Child Care Program","Initial","9/8/2016","46","","1247001","","Y","Y","Y","Y","29.875938","-95.3545549"
"212393","5531","Zach White After School","4256 ROXBURY DR ","EL PASO","TX","79922","EL PASO","915-584-4007","Licensed Center - Before/After School Program","Full Permit","2/28/1986","28","bgc@ywcaelpaso.org","101536","","N","N","Y","Y","42.9628894904897","-78.6629271190207"
"813658","","Zachs Discovery Academy","613 MEADOW PARK DR ","WHITE SETTLEMENT","TX","76108","TARRANT","817-246-2296","Licensed Center - Child Care Program","Full Permit","7/15/2002","65","","199173","","Y","Y","Y","Y","28.5923870371401","-81.7573613133978"
"1628925","","Zapata Christian Academy","1202 ELM ST ","ZAPATA","TX","78076","ZAPATA","361-228-1413","Licensed Center - Child Care Program","Initial","8/2/2016","75","1belindaortegon@gmail.com","1248809","","N","Y","Y","Y","30.0487602","-95.1856696"
"552252","4070","Zavala Child Development Head Start Center","421 LAFAYETTE ","HARLINGEN","TX","78550","CAMERON","956-365-3685","Licensed Center - Child Care Program","Full Permit","4/4/2001","75","","167851","","N","Y","Y","Y","44.4523170469799","-90.8368613959732"
"1521275","6191","Zavala Headstart","3125 RUTH ST ","CORPUS CHRISTI","TX","78405","NUECES","361-878-2720","Licensed Center - Child Care Program","Full Permit","8/14/2013","34","chicks@nccaatx.org","1119069","","N","N","Y","N","32.731446","-97.2075579"
"162989","","Zebra Zone Child Care","12750 KIMBERLEY LN ","HOUSTON","TX","77024","HARRIS","713-251-5260","Licensed Center - Child Care Program","Full Permit","12/5/1986","150","","98077","","Y","Y","Y","N","29.776275","-95.5590340977092"
"1194946","","Zenith Learning","5707 BANDERA RD ","LEON VALLEY","TX","78238","BEXAR","210-849-7614","Licensed Center - Before/After School Program","Full Permit","3/18/2011","60","","721628","","N","N","N","Y","30.282918","-97.6814059"
"1515861","","Zenith Learning","22400 GRAND CORNER DR ","KATY","TX","77494","FORT BEND","713-988-9600","Licensed Center - School Age Program","Full Permit","12/23/2013","150","","1112455","","N","N","N","Y","29.7026756","-95.7719528"
"1544635","","Zenith Learning - Crespo","7500 OFFICE CITY DR ","HOUSTON","TX","77012","HARRIS","713-988-9600","Licensed Center - School Age Program","Full Permit","2/17/2015","75","","1152161","","N","N","Y","Y","29.7005955835874","-95.2858304224493"
"1583496","","Zenith Learning - Houston 12","9305 W SAM HOUSTON PKWY S ","HOUSTON","TX","77099","HARRIS","713-988-9600","Licensed Center - Before/After School Program","Full Permit","2/16/2016","80","","1197240","","N","N","N","Y","29.7207255","-95.5579741"
"1589336","","Zenith Learning - Mitchell","10900 GULFDALE DR ","HOUSTON","TX","77075","HARRIS","713-988-9600","Licensed Center - Before/After School Program","Full Permit","3/3/2016","75","","1204158","","N","N","Y","Y","29.608252","-95.275505"
"1521501","","Zenith Learning - SA 4","8125 GLEN MONT ","SAN ANTONIO","TX","78239","BEXAR","210-849-7614","Licensed Center - School Age Program","Full Permit","7/22/2014","80","","1119409","","N","N","N","Y","53.7391903","-1.5952249"
"1631450","","Zenith Learning - SA 5","2015 SW LOOP 410 ","SAN ANTONIO","TX","78227","BEXAR","210-849-7614","Licensed Center - Before/After School Program","Initial","9/16/2016","100","","1252015","","N","N","N","Y","29.4127335510204","-98.6491537653061"
"1544599","","Zenith Learning - Shearn","9802 STELLA LINK RD ","HOUSTON","TX","77025","HARRIS","713-988-9600","Licensed Center - School Age Program","Full Permit","2/7/2015","65","","1152112","","N","N","Y","Y","29.6766716666667","-95.4397833333333"
"1561063","","Zenith Learning Austin 1","2124 E SAINT ELMO RD ","AUSTIN","TX","78744","TRAVIS","512-484-8979","Licensed Center - Before/After School Program","Full Permit","3/25/2015","60","au@zenithlearning.org","1173511","","N","N","N","Y","30.21004595","-97.7452511311589"
"1090846","","Zenith Learning Austin 2","11800 STONEHOLLOW DR STE 100","AUSTIN","TX","78758","TRAVIS","512-965-9303","Licensed Center - School Age Program","Full Permit","9/1/2010","75","","590288","","N","N","N","Y","0","0"
"1602481","","Zenith Learning Corpus Christi 1","4737 SARATOGA BLVD ","CORPUS CHRISTI","TX","78413","NUECES","713-988-9600","Licensed Center - School Age Program","Full Permit","5/27/2016","120","","1218090","","N","N","N","Y","27.6932988342439","-97.3996440109025"
"1039746","","Zenith Learning Dallas1","11995 FORESTGATE DR ","DALLAS","TX","75243","DALLAS","972-664-1666","Licensed Center - School Age Program","Full Permit","3/18/2010","50","","529109","","N","N","N","Y","37.7194471","-97.2135886"
"1051507","","Zenith Learning Dallas2","1024 W ROSEMEADE PKWY ","CARROLLTON","TX","75007","DENTON","469-892-5556","Licensed Center - School Age Program","Full Permit","4/30/2010","150","admin@zenithlearning.org","543371","","N","N","N","Y","33.0102686666667","-96.9137835"
"1050866","","Zenith Learning FW3","701 S INDUSTRIAL BLVD ","EULESS","TX","76040","TARRANT","817-412-9332","Licensed Center - School Age Program","Full Permit","4/22/2010","75","","542568","","N","N","N","Y","34.4694081","-84.9422514"
"1046446","","Zenith Learning Houston 1","9421 W SAM HOU PKWY STE 200","HOUSTON","TX","77099","HARRIS","713-988-9600","Licensed Center - School Age Program","Full Permit","10/1/2010","30","admin@zenithlearning.org","537148","","N","N","Y","Y","0","0"
"1062446","","Zenith Learning Houston 2","10555 STELLA LINK RD ","HOUSTON","TX","77025","HARRIS","713-988-9600","Licensed Center - School Age Program","Full Permit","12/28/2010","82","admin@zenithlearning.org","556248","","N","N","Y","Y","29.6674061020408","-95.4397012040816"
"1207928","","Zenith Learning Houston 3","13415 W BELLFORT AVE ","SUGAR LAND","TX","77478","FORT BEND","713-988-9600","Licensed Center - School Age Program","Full Permit","4/4/2011","104","admin@zenithlearning.org","736712","","N","N","N","Y","29.6617513282443","-95.616997221374"
"1211266","","Zenith Learning Houston 4","5435 S BRAESWOOD BLVD ","HOUSTON","TX","77096","HARRIS","713-729-4400","Licensed Center - School Age Program","Full Permit","4/4/2011","84","admin@zenithlearning.org","740468","","N","N","N","Y","29.7040392","-95.3957458"
"1128326","","Zenith Learning Houston 6","7340 GESSNER RD ","HOUSTON","TX","77040","HARRIS","713-773-4800","Licensed Center - School Age Program","Full Permit","12/15/2010","110","admin@zenithlearning.org","638369","","N","N","N","Y","29.7790951","-95.5445667"
"1194786","","Zenith Learning Houston 8","5668 W LITTLE YORK RD ","HOUSTON","TX","77091","HARRIS","713-988-9600","Licensed Center - Before/After School Program","Full Permit","4/7/2011","25","admin@zenithlearning.org","721469","","N","N","N","Y","29.8633842440087","-95.4731981089325"
"1075146","","Zenith Learning SA 1","8505 LAKESIDE PKWY ","SAN ANTONIO","TX","78245","BEXAR","210-674-7788","Licensed Center - School Age Program","Full Permit","6/30/2010","40","","571168","","N","N","N","Y","29.431211","-98.6546839"
"1075186","","Zenith Learning SA 2","12200 CROWNPOINT DR ","SAN ANTONIO","TX","78233","BEXAR","210-657-6400","Licensed Center - School Age Program","Full Permit","10/25/2010","70","","571212","","N","N","N","Y","29.5511505778894","-98.3668429145729"
"1520976","","Zenith Learning- Houston 9","6270 BARKER CYPRESS RD ","HOUSTON","TX","77084","HARRIS","713-988-9600","Licensed Center - School Age Program","Full Permit","2/5/2014","120","","1118612","","N","N","N","Y","29.8513047","-95.6833318"
"1633246","","Zenith Learning- Laredo I","4608 DAUGHERTY AVE ","LAREDO","TX","78041","WEBB","713-988-9600","Licensed Center - Before/After School Program","Initial","8/16/2016","120","admin@zenithlearning.org","1254395","","N","N","N","Y","27.5384477844574","-99.4728171107771"
"1617161","","Zenith Learning-Houston 13","16209 KIETH HARROW BLVD ","HOUSTON","TX","77084","HARRIS","713-988-9600","Licensed Center - Before/After School Program","Full Permit","12/3/2016","100","","1234090","","N","N","N","Y","29.8485584","-95.6835984"
"1597176","","Zenith Learning-Houston 5","9115 KIRBY DR ","HOUSTON","TX","77054","HARRIS","713-988-9600","Licensed Center - School Age Program","Full Permit","4/20/2016","180","","1212985","","N","N","N","Y","40.083088","-74.9774869"
"1540752","","Zenith Learning-Roosevelt","6700 FULTON ST ","HOUSTON","TX","77022","HARRIS","713-988-9600","Licensed Center - School Age Program","Full Permit","1/29/2015","150","","1146706","","N","N","Y","Y","40.684157","-73.9690619"
"1545947","","Zero Gravity Unlimited","2041 S HIGHWAY 183 ","LEANDER","TX","78641","WILLIAMSON","512-986-5815","Licensed Center - Child Care Program","Full Permit","9/2/2014","60","zerogravity@zerogravitygymnasticsandcheer.com","1153899","","N","Y","Y","N","34.766622","-82.4732449"
"1567659","","Zero Gravity Unlimited","2041 S HIGHWAY 183 ","LEANDER","TX","78641","WILLIAMSON","512-986-5815","Licensed Center - School Age Program","Full Permit","9/16/2015","100","","1181287","","N","N","N","Y","34.766622","-82.4732449"
"237057","906","Zilker Extend A Care","1900 BLUEBONNET LN ","AUSTIN","TX","78704","TRAVIS","512-442-2272","Licensed Center - School Age Program","Full Permit","7/11/1988","85","info@eackids.org","105002","","N","N","Y","Y","31.105295","-97.3975239"
